"FundManagerID","Funmager","Gender","BirthDate","NationalityCode","Nationality","DegreeID","Degree","Major","MajorChara","UniversityID","University","IsInternationalSchool","Is985Universities","Is211Universities","OveseaBack","PoliticalBack","Certificate","BusinessDuration","Resume"
"30736","李鹏","男","","CHN","中华人民共和国","3","本科","","","","","","","","","0","","","李鹏先生,基金经理,1976年出生,大学本科。历任广州证券有限责任公司机构管理部证券分析师,投资自营部投资经理,投资管理总部经理,从事证券研究及投资管理工作。2005年加入金鹰基金管理有限公司,先后担任行业研究员和金鹰成份股优选证券投资基金基金经理助理,从事行业研究工作和投资管理工作。2006年9月起担任金鹰成份股优选证券投资基金基金经理。"
"307646","谢爱龙","男","1971-00","CHN","中华人民共和国","4","MBA/EMBA","MBA","2","10390109","美国罗斯福大学","1","0","0","2","0","","","谢爱龙先生：南方基金管理公司总经理助理兼市场总监，毕业于复旦大学、美国罗斯福大学MBA，曾任深圳市机场股份有限公司董事会秘书、投资部经理，中国银行深圳市分行信贷处项目经理。"
"3025318","王国卫","男","1968-00","CHN","中华人民共和国","2","硕士研究生","经济学","5","","","","","","","0","","","王国卫先生，研究生学历。曾在上海国际信托投资公司证券投资信托部、投资银行部工作，曾担任基金安信、基金安久、华安180指数增强型基金经理，现任华安基金管理有限公司总经理助理、基金投资部总监、投资决策委员会成员、投资协调小组负责人。"
"3025360","肖强","男","1967-12","CHN","中华人民共和国","3","本科","","","10233356","中国人民公安大学","0","0","0","","0","","","肖强，现任公司投资总监。中国人民公安大学学士。曾在中信证券股份有限公司总部先后担任研究发展中心副总经理、策略分析师、股票自营交易部高级投资经理；曾在长盛基金管理有限公司担任投资部副总监兼投资决策委员会委员、基金经理；曾在国开证券股份有限公司先后担任资产管理部投资主办、证券投资部副总经理（主持工作）。自2024年12月27日起担任京管泰富京元一年定期开放债券型发起式证券投资基金基金经理、京管泰富科技驱动混合型发起式证券投资基金基金经理。"
"3025948","崔海鸿","男","1966-00","CHN","中华人民共和国","2","硕士研究生","工学","1","10143851","清华大学","1","1","1","","0","","9.00","崔海鸿先生，泰信基金管理有限公司总经理助理。清华大学工学硕士，证券投资从业经历9年。曾任大鹏证券有限责任公司综合研究所IT组组长、高级分析师、金鹰基金管理有限公司研究部副经理、高级分析师，2005年10月至2006年年末担任金鹰中小盘基金经理。2007年初加入泰信基金管理有限公司，兼优质生活基金基金经理。"
"3026782","钟志伟","男","1971-00","CHN","中华人民共和国","3","本科","金融","5","10149380","中南财经大学","0","0","0","","0","","","钟志伟先生，毕业于中南财经大学金融专业。1994年7月至2000年3月任职于深圳平安人寿保险公司；2000年3月至2005年8月任平安证券公司资产管理部债券分析员、固定收益部债券首席交易员；2005年8月至2006年2月任东海证券公司固定收益业务负责人。2006年2月加入诺安基金管理有限公司，曾于2006年2月至2006年8月担任诺安货币市场基金基金经理，2006年7月起担任诺安中短期债券投资基金（现诺安优化收益债券型证券投资基金）基金经理。拟任诺安增利债券型证券投资基金基金经理。"
"3026888","张学军","男","1972-00","CHN","中华人民共和国","2","硕士研究生","经济学","5","10143850","北京大学","1","1","1","","0","","","北京大学经济学硕士。历任原君安证券有限公司研究员、国泰君安证券股份有限公司资产管理部副经理。张学军先生于2003年1月加入本公司，任职交易部经理，2004年7月起任本基金的基金经理。"
"3027934","李洪雨","男","1977-00","CHN","中华人民共和国","2","硕士研究生","经济学","5","","","","","","","0","CFA","","李洪雨先生，经济学硕士，CFA，具有基金从业资格。历任东北证券公司研究员、国联安基金管理公司高级研究员兼基金经理助理、万家基金管理公司基金经理。2008年9月至2010年6月任万家和谐基金基金经理。2010年11月起任农银汇理大盘蓝筹股票型基金基金经理，2013年3月起任农银汇理策略价值股票型基金基金经理，2013年4月起任农银汇理基金管理有限公司投资部副总经理。"
"3028504","程国发","男","","CHN","中华人民共和国","2","硕士研究生","经济法","5","10143871","西安交通大学","1","1","1","","0","","10.00","程国发,男,中国国籍,西安交通大学经济法硕士。程国发先生1993年加入深圳南油集团,负责金融投资业务,1997年参加中信证券股份有限公司,从事投资银行业务,任高级经理;1999年加入招商证券股份有限公司从事研究业务,曾任行业研究员、研究发展中心副总经理和总经理。现任招商基金总经理助理兼研究总监。程国发先生具有10年证券从业经历,拥有国中证监会颁发的证券投资咨询从业资格和基金从业资格,是中国证券分析师协会第一届、第二届委员。"
"3028508","游海","男","1970-00","CHN","中华人民共和国","2","硕士研究生","工商管理","3","10229437","西南交通大学","0","0","1","","0","CPA","5.00","游海，男，1970年出生，中国国籍，西南交通大学工商管理硕士。毕业后就职于四川省成都市水电局；2002年6月加入国信证券有限责任公司研究所，任研究员；2003年12月加入融通基金管理有限公司研究部，任钢铁及房地产等行业研究员；2006年5月加入招商基金管理有限公司股票投资部，曾任公用事业及能源行业研究员，现任招商安泰系列基金经理。具有5年证券从业经历，并拥有中国注册会计师证书。"
"3029518","贺庆","男","1971-00","CHN","中华人民共和国","2","硕士研究生","经济学","5","","","","","","","0","","","贺庆，经济学硕士。贺庆先生1994年起于南方证券有限公司投资银行部工作并任高级经理，1998年加入博时基金管理有限公司，先后任高级交易员、研究员和基金经理助理。2002年加入招商基金。贺庆先生具有11年的证券从业经历，拥有中国证监会颁发的基金从业资格。"
"3029738","李华","男","1971-05","CHN","中华人民共和国","2","硕士研究生","货币银行学","5","104432","中国人民银行研究生部","0","0","0","","0","","","李华先生：副总经理。1998年获中国人民银行研究生部货币银行学硕士学位。历任中信银行南京分行上海证券营业部总经理助理，国泰基金管理公司研究部副经理，南方基金管理公司基金经理和华泰证券资产管理部总经理。"
"3036510","张维维","男","","CHN","中华人民共和国","2","硕士研究生","经济学,金融学","5","10389168","英国华威大学","1","0","0","2","0","","","张维维先生，英国华威大学经济与金融学硕士。自2005年起从事金融工作，历任北京天相投资顾问公司分析师。2007年3月加盟申万巴黎基金管理有限公司投资管理总部任行业分析师，2009年6月至2009年9月任申万巴黎盛利精选证券投资基金基金经理助理，2009年9月起任申万巴黎盛利强化配置混合型证券投资基金基金经理。"
"3037368","陆万山","男","1969-10-31","CHN","中华人民共和国","2","硕士研究生","工商管理","3","","","","","","","0","","","陆万山先生,1969年10月生,工商管理硕士。曾就职于深圳金地集团股份有限公司、亚洲控股有限公司、深圳市永泰投资有限公司从事证券投资及研究业务。2006年2月至2008年1月,任职于诺安基金管理有限公司,历任行业研究员,诺安平衡基金经理。2008年3月加入宝盈基金管理有限公司,担任特定客户资产管理部投资经理。2008年12月起担任宝盈鸿利收益证券投资基金经理、投资执行总监。2009年3月3日起担任宝盈泛沿海区域增长股票证券投资基金基金经理。"
"3037902","李君","男","","CHN","中华人民共和国","2","硕士研究生","工商管理","3","10143857","东北财经大学","0","0","0","","0","","10.00","李君,东北财经大学工商管理硕士，10年证券基金从业经验。曾任大连证券深圳投资研究中心研究部经理、巨田证券有限责任公司研究所研究员、行业部副经理。2007年1月加入本公司，历任首席策略师、投资管理部研究员。"
"30157308","邓瑞祥","男","1965-00","CHN","中华人民共和国","2","硕士研究生","国际金融","5","10143869","武汉大学","1","1","1","","0","","","邓瑞祥，国际金融硕士，高级经济师。1993年毕业于武汉大学管理学院国际金融专业；1993年8月至2001年7月，就职于深圳蓝天基金管理公司，历任证券投资部经理助理、信托资产管理一部经理、行政部经理及董事会秘书等职；2001年7月至2001年11月，任大通证券有限责任公司投资部投资总监；2001年12月至今，任长盛基金管理有限公司总经理助理，主管投资部和研究部。"
"30243212","黎莹","女","","CHN","中华人民共和国","2","硕士研究生","基础医学","7","10149414","复旦大学","1","1","1","","0","","","黎莹女士，硕士，毕业于复旦大学基础医学专业，从业15年。曾任群益证券（医药行业）研究员。2014年4月加入德邦基金，现担任德邦大健康灵活配置混合型证券投资基金、德邦价值优选混合型证券投资基金的基金经理。"
"30243576","杨挺","男","","CHN","中华人民共和国","2","硕士研究生","工学","1","10229379","天津大学","1","1","1","","0","","14.00","杨挺：天津大学工学硕士。证券从业年限15年。曾任广发证券股份有限公司发展研究中心研究员。2012年8月加入大成基金管理有限公司，曾担任研究部研究员、基金经理助理。2019年2月20日至2020年6月29日任大成国家安全主题灵活配置混合型证券投资基金基金经理。2014年6月26日起任大成健康产业混合型证券投资基金基金经理（更名前为大成健康产业股票型证券投资基金）。2015年7月8日至2022年11月27日大成正向回报灵活配置混合型证券投资基金基金经理。2017年9月12日起任大成价值增长证券投资基金基金经理。2021年9月16日起任大成医药健康股票型证券投资基金基金经理。2022年5月6日起任大成品质医疗股票型证券投资基金基金经理。具有基金从业资格。国籍：中国"
"30243596","刘荟","女","","CHN","中华人民共和国","2","硕士研究生","应用数学","1","10143855","辽宁大学","0","0","1","","0","","13.00","刘荟女士，高级基金经理，硕士毕业于辽宁大学应用数学专业。13年证券从业年限。曾任群益证券股份有限公司研究员。2014年1月加入本公司，曾任研究员，现任高级基金经理。自2016年1月至2020年11月7日担任西部利得策略优选混合型证券投资基金的基金经理，自2016年8月至2017年10月担任西部利得景瑞灵活配置混合型证券投资基金的基金经理，自2016年11月至2017年12月担任西部利得新动力灵活配置混合型证券投资基金的基金经理，自2017年1月至2018年5月担任西部利得个股精选股票型证券投资基金的基金经理，自2017年3月至2018年5月担任西部利得久安回报灵活配置混合型证券投资基金的基金经理，自2017年7月至2019年6月担任西部利得祥盈债券型证券投资基金的基金经理，自2018年6月至2021年2月27日担任西部利得景程灵活配置混合型证券投资基金的基金经理，自2018年9月至2020年11月7日担任西部利得事件驱动股票型证券投资基金的基金经理，自2019年3月起担任西部利得个股精选股票型证券投资基金的基金经理，自2019年4月担任西部利得新动向灵活配置混合型证券投资基金的基金经理，自2020年5月起担任西部利得新享混合型证券投资基金的基金经理，自2020年9月23日起担任西部利得聚禾灵活配置混合型证券投资基金的基金经理。"
"30243640","吴土金","男","","CHN","中华人民共和国","2","硕士研究生","经济学","5","10238973","香港中文大学","1","0","0","","0","","8.00","吴土金先生,基金经理,北京大学理学学士,香港中文大学经济学硕士,8年证券从业经验,先后在长城证券、国投瑞银基金从事宏观策略、行业研究工作;于2014年加入财通证券股份有限公司资产管理部,从事固定收益投资研究相关工作。擅长宏观经济研究和大类资产配置,对资产价格波动和政策周期有较深刻理解。"
"30243692","陈鹏扬","男","","CHN","中华人民共和国","2","硕士研究生","金融学","5","","","","","","","0","","","陈鹏扬先生，硕士。2008年至2012年在中金公司工作。2012年加入博时基金管理有限公司。历任研究员、资深研究员、投资经理、博时睿远定增灵活配置混合型证券投资基金(2016年4月15日-2017年10月16日)、博时睿利定增灵活配置混合型证券投资基金(2016年5月31日-2017年12月1日)、博时睿益定增灵活配置混合型证券投资基金(2016年8月19日-2018年2月22日)、博时弘裕18个月定期开放债券型证券投资基金(2016年8月30日-2018年5月5日)、博时睿利事件驱动灵活配置混合型证券投资基金（LOF）(2017年12月4日-2018年8月13日)、博时睿丰灵活配置定期开放混合型证券投资基金(2017年3月22日-2018年12月8日)、博时弘康18个月定期开放债券型证券投资基金(2017年3月24日-2019年3月9日)、博时睿远事件驱动灵活配置混合型证券投资基金（LOF）(2017年10月17日-2019年10月30日)、博时睿益事件驱动灵活配置混合型证券投资基金（LOF）(2018年2月23日-2019年10月30日)的基金经理、权益投资GARP组投资副总监、博时弘盈定期开放混合型证券投资基金(2016年8月1日-2021年2月5日)、博时弘泰定期开放混合型证券投资基金(2016年12月9日-2021年4月13日)的基金经理、权益投资GARP组投资副总监（主持工作）、博时荣升稳健添利18个月定期开放混合型证券投资基金(2020年4月29日-2023年10月17日)、博时成长精选混合型证券投资基金(2021年4月20日-2023年10月17日)、博时恒悦6个月持有期混合型证券投资基金(2021年3月16日-2024年5月20日)、博时乐享混合型证券投资基金(2021年5月28日-2024年5月20日)、博时成长优选灵活配置混合型证券投资基金(2020年3月10日-2024年7月30日)、博时价值臻选两年持有期灵活配置混合型证券投资基金(2021年1月20日-2024年7月30日)的基金经理。现任权益投资二部投资总监兼博时裕隆灵活配置混合型证券投资基金(2015年8月24日-至今)、博时成长领航灵活配置混合型证券投资基金(2021年1月21日-至今)、博时成长优势混合型证券投资基金(2021年8月3日-至今)、博时成长臻选混合型证券投资基金(2022年1月25日-至今)的基金经理。"
"30244100","张圣贤","男","","CHN","中华人民共和国","2","硕士研究生","","","","","","","","","0","","","张圣贤，硕士，曾任上海申银万国证券研究所有限公司分析师；自2015年3月加入富国基金管理有限公司，历任基金经理助理、定量基金经理、量化投资部量化投资总监助理；现任富国基金量化投资部量化投资副总监兼定量基金经理。自2015年06月起任富国中证军工指数型证券投资基金(原富国中证军工指数分级证券投资基金)基金经理；自2015年06月起任富国中证新能源汽车指数型证券投资基金(原富国中证新能源汽车指数分级证券投资基金)基金经理；自2015年08月起任富国中证工业4.0指数型证券投资基金(原富国中证工业4.0指数分级证券投资基金)基金经理；自2015年08月起任富国中证体育产业指数型证券投资基金(原富国中证体育产业指数分级证券投资基金)基金经理；自2016年02月起任富国中证智能汽车指数证券投资基金（LOF）基金经理；自2017年11月起任富国中证煤炭指数型证券投资基金(原富国中证煤炭指数分级证券投资基金)基金经理；自2020年12月起任富国中证农业主题交易型开放式指数证券投资基金基金经理；自2020年12月起任富国中证智能汽车主题交易型开放式指数证券投资基金基金经理；自2021年06月起任富国中证现代物流交易型开放式指数证券投资基金基金经理；自2021年08月起任富国中证芯片产业交易型开放式指数证券投资基金基金经理；自2022年01月起任富国中证消费电子主题交易型开放式指数证券投资基金基金经理；自2022年01月起任富国中证芯片产业交易型开放式指数证券投资基金发起式联接基金基金经理；自2022年06月起任富国中证消费电子主题交易型开放式指数证券投资基金发起式联接基金基金经理；自2022年08月起任富国中证农业主题交易型开放式指数证券投资基金联接基金基金经理；自2023年03月起任富国中证绿色电力交易型开放式指数证券投资基金基金经理；自2023年12月起任富国中证绿色电力交易型开放式指数证券投资基金发起式联接基金基金经理；自2024年12月起任富国上证科创板芯片交易型开放式指数证券投资基金基金经理；自2025年03月起任富国上证科创板芯片交易型开放式指数证券投资基金发起式联接基金基金经理；具有基金从业资格。"
"30244545","武磊","男","","CHN","中华人民共和国","1","博士研究生","","","","","","","","","0","","","武磊，博士，曾任华泰联合证券有限责任公司研究员，华泰证券股份有限公司投资经理，国泰君安证券股份有限公司董事，上海国泰君安证券资产管理有限公司投资经理；自2016年12月加入富国基金管理有限公司，历任固定收益基金经理、固定收益投资部固定收益投资总监助理、固定收益投资部固定收益投资副总监；现任富国基金固定收益投资部副总经理，兼任富国基金高级固定收益基金经理。自2017年03月起任富国产业债债券型证券投资基金基金经理；自2017年06月起任富国鼎利纯债三个月定期开放债券型发起式证券投资基金(原富国鼎利纯债债券型发起式证券投资基金)基金经理；自2017年07月起任富国泓利纯债债券型发起式证券投资基金基金经理；自2018年04月起任富国臻利纯债定期开放债券型发起式证券投资基金基金经理；自2018年05月起任富国尊利纯债定期开放债券型发起式证券投资基金基金经理；自2018年07月起任富国新天锋债券型证券投资基金（LOF）(原富国新天锋定期开放债券型证券投资基金)基金经理；自2020年03月起任富国泽利纯债债券型证券投资基金基金经理；自2020年06月起任富国添享一年持有期债券型证券投资基金基金经理；自2023年11月起任富国稳健添辰债券型证券投资基金基金经理；具有基金从业资格。"
"30247435","魏立","男","","CHN","中华人民共和国","2","硕士研究生","管理学","6","10229098","英国帝国理工大学","0","0","0","2","0","","22.00","魏立先生，硕士。CFA。1997年起先后在上海华虹NEC电子有限公司、东方证券、富国基金、申万菱信基金、安信证券、光大证券、国金证券、招商证券工作。2023年加入博时基金管理有限公司。现任博时荣泰灵活配置混合型证券投资基金(2025年3月26日-至今)、博时卓越成长混合型证券投资基金(2026年1月15日-至今)的基金经理。"
"30247454","易镜明","女","","CHN","中华人民共和国","1","博士研究生","","","","","","","","","0","","15.00","易镜明，博士。曾在国泰君安证券、中海基金从事行业研究工作。2012年11月加入华宝基金管理有限公司，先后任高级分析师、基金经理助理等职务。2015年4月起任华宝新兴产业混合型证券投资基金基金经理，2021年10月起任华宝大盘精选混合型证券投资基金基金经理。"
"30248048","李捷","男","","CHN","中华人民共和国","2","硕士研究生","金融学","5","","","","","","","0","","","李捷先生，金融学硕士。2005年7月起先后曾在德勤华永会计师事务所担任高级审计师，中国国际金融有限公司担任分析员，财富里昂证券有限责任公司担任投资分析师。2013年12月加入国寿安保基金管理有限公司，历任研究员、基金经理助理。2016年4月至2019年4月11日任国寿安保保本混合型证券投资基金基金经理，2019年4月12日起任国寿安保灵活优选混合型证券投资基金基金经理，2016年6月起任国寿安保尊利增强回报债券型证券投资基金基金经理，2016年9月起任国寿安保强国智造灵活配置混合型证券投资基金基金经理，2018年2月起任国寿安保稳瑞混合型证券投资基金基金经理，2018年4月起任国寿安保华兴灵活配置混合型证券投资基金基金经理。2020年11月起担任国寿安保裕安混合型证券投资基金基金经理。2021年7月起任国寿安保裕丰混合型证券投资基金基金经理。2021年9月起任国寿安保稳隆混合型证券投资基金基金经理。"
"30248073","吴洋","男","","CHN","中华人民共和国","2","硕士研究生","金融学","5","104432","中国人民银行研究生部","0","0","0","","0","","6.00","吴洋，西安交通大学工学学士，中国人民银行研究生部金融学硕士，7年证券行业研究经历，曾任职于华为技术有限公司、渤海证券研究所、宏源证券研究所、新华基金管理有限公司，具有深厚的研究功底，擅长基本面分析及主题趋势研究。2015年8月加入北信瑞丰基金管理有限公司投资研究部，负责权益类产品的研究。现任北信瑞丰健康生活主题灵活配置混合型证券投资基金、北信瑞丰丰利保本混合型证券投资基金、北信瑞丰外延增长主题灵活配置混合型发起式证券投资基金和北信瑞丰产业升级多策略混合型证券投资基金基金经理。"
"30248192","周应波","男","","CHN","中华人民共和国","2","硕士研究生","控制理论与控制工程","1","10143850","北京大学","1","1","1","","0","","","周应波,男,中国,研究生、硕士,其他公司历任平安证券有限责任公司研究员,华夏基金管理有限公司研究员,本公司历任研究员、投资经理助理、投资经理,本公司现任权益投决会委员/投资总监/基金经理。"
"30248567","李健伟","男","","CHN","中华人民共和国","2","硕士研究生","工学","1","10149381","华南理工大学","1","1","1","","0","","","李健伟先生，硕士研究生。曾任普华永道咨询有限公司任职高级顾问、广发证券股份有限公司任职稽核员、行业研究员、宝盈基金管理有限公司研究部研究员、专户投资部投资经理、权益投资部基金经理。现任华西基金管理有限责任公司投资管理部总监，自2023年11月1日起任华西优选成长一年持有期混合型证券投资基金基金经理，2024年2月7日至2025年2月21日任华西优选价值混合型发起式证券投资基金基金经理。"
"30249021","黄义志","男","","CHN","中华人民共和国","2","硕士研究生","经济学","5","10149414","复旦大学","1","1","1","","0","","11.00","黄义志先生，基金经理，复旦大学经济学硕士，11年证券从业经验。历任海通证券股份有限公司研究所分析师、高级分析师，申万巴黎基金管理有限公司（现申万菱信基金管理有限公司）分析师、基金经理助理。2008年加入交银施罗德基金管理有限公司，历任投资研究部高级分析师、基金经理助理。2011年6月22日起担任本基金基金经理至今。"
"30249178","柳世庆","男","","CHN","中华人民共和国","2","硕士研究生","金融学","5","10143850","北京大学","1","1","1","","0","","18.00","柳世庆，性别，男，最高学历、学位，研究生、硕士，国籍，中国，其他公司历任，安信证券股份有限公司研究员，鸿道投资管理有限公司研究员，民生加银基金管理有限公司研究员、基金经理助理、投资部总监、权益资产条线投资决策委员会成员、基金经理，本公司历任，无，本公司现任，基金经理。"
"30249592","肖肖","男","","CHN","中华人民共和国","2","硕士研究生","金融学","5","10143850","北京大学","1","1","1","","0","","12.00","肖肖先生,北京大学金融学硕士。2008年7月至2015年2月先后在联合证券有限责任公司、民生证券有限责任公司和方正证券股份有限公司担任研究员,自2015年2月加入宝盈基金管理有限公司研究部,曾任研究员、研究部副总经理(主持工作),现任权益投资部总经理,宝盈优势产业灵活配置混合型证券投资基金、宝盈新锐灵活配置混合型证券投资基金、宝盈资源优选混合型证券投资基金、宝盈品牌消费股票型证券投资基金、宝盈龙头优选股票型证券投资基金、宝盈现代服务业混合型证券投资基金、宝盈研究精选混合型证券投资基金、宝盈鸿利收益灵活配置混合型证券投资基金基金经理。"
"30253260","余芽芳","女","","CHN","中华人民共和国","1","博士研究生","","","","","","","","","0","","13.00","余芽芳女士，博士。2012年7月加入华创证券有限责任公司，曾任宏观助理分析师、宏观分析师，对国内宏观经济有较全面的研究经验；2016年4月加入招商基金管理有限公司，曾任固定收益投资部高级研究员，现任招商瑞庆灵活配置混合型证券投资基金基金经理（管理时间：2017年4月13日至今）、招商瑞文混合型证券投资基金基金经理（管理时间：2019年9月11日至今）、招商瑞恒一年持有期混合型证券投资基金基金经理（管理时间：2020年5月22日至今）、招商瑞信稳健配置混合型证券投资基金基金经理（管理时间：2020年6月2日至今）、招商瑞乐6个月持有期混合型证券投资基金基金经理（管理时间：2021年7月13日至今）、招商瑞锦回报债券型证券投资基金基金经理（管理时间：2025年8月18日至今）、招商安嘉债券型证券投资基金基金经理（管理时间：2026年3月12日至今）、招商添裕纯债债券型证券投资基金基金经理（管理时间：2026年3月18日至今）、招商安福1年定期开放债券型发起式证券投资基金基金经理（管理时间：2026年3月19日至今）。"
"30257436","柯海东","男","","CHN","中华人民共和国","2","硕士研究生","财务与投资管理","4","10229546","中山大学","1","1","1","","0","","","柯海东先生,中国国籍，毕业于中山大学财务与投资管理专业，研究生、硕士学位，具有基金从业资格。2010年7月至2013年2月曾任中国中投证券研究总部分析师；2013年2月至2015年8月曾任国泰君安证券研究所分析师；2015年9月至2018年8月曾任前海开源基金管理有限公司投资部副总监。2018年9月加入公司，现任权益投研部资深权益基金经理。现任本基金（2023年06月起至今）、国联竞争优势股票型证券投资基金（2019年01月起至今）、国联策略优选混合型证券投资基金（2019年05月起至今）、国联高股息精选混合型证券投资基金（2019年09月至2021年11月）、国联品牌优选混合型证券投资基金（2020年05月至2023年01月）、国联价值成长6个月持有期混合型证券投资基金（2020年08月至2023年01月）、国联鑫锐研究精选一年持有期混合型证券投资基金（2021年04月起至今）、国联匠心优选混合型证券投资基金（2021年11月起至今）、国联医药消费混合型证券投资基金（2022年03月至2023年05月）、国联兴鸿优选混合型证券投资基金（2022年08月至2023年12月）的基金经理。"
"30258859","方军平","男","","CHN","中华人民共和国","2","硕士研究生","金融学","5","10123973","中国人民大学","1","1","1","","0","","20.00","方军平先生，中国人民大学金融学专业硕士，曾任国信证券股份有限公司分析师、上海泽熙投资管理有限公司投资研究员、东方财富证券有限公司研究员、上海宜灵巴巴资产管理有限公司投资经理、兴银基金管理有限责任公司基金经理、中融汇信投资有限公司投资经理、德邦证券股份有限公司权益投资总监、宁波勤朴私募基金管理有限公司投资经理、上海人寿保险股份有限公司投资经理。2025年8月加入平安基金管理有限公司，现担任平安均衡优选1年持有期混合型证券投资基金（2025-12-16至今）基金经理。"
"30259297","徐智麟","男","","CHN","中华人民共和国","2","硕士研究生","","","","","","","","","0","","","研究生班毕业。曾在上海理工大学任教。曾任国泰证券有限公司证券交易部副总经理,现任国泰基金管理有限公司总经理助理。"
"30260402","赵语涛","男","","CHN","中华人民共和国","1","博士研究生","工学","1","10226507","上海交通大学","1","1","1","","0","","7.00","赵语涛，上海交通大学工学博士，8年证券从业经验。历任东海证券、海通证券资产管理部、兴业基金研究员，浙商资管公募基金部基金经理助理，自2016年3月10日起任浙商汇金转型成长混合型证券投资基金的基金经理，自2016年2月29日起任浙商汇金转型升级灵活配置混合型证券投资基金的基金经理。自2016年12月7日起任浙商汇金鼎盈定增灵活配置混合型证券投资基金的基金经理。"
"30260705","李佳嘉","女","","CHN","中华人民共和国","2","硕士研究生","","","","","","","","","0","","","基金经理，李佳嘉女士，2008年8月至2010年10月在中国建筑基础设施事业部担任投资经理，2010年11月至2013年6月在银河证券担任分析师，2013年7月至2014年3月在国泰君安证券担任分析师，自2014年3月起加入上投摩根基金管理有限公司，担任我公司国内权益投资二部基金经理助理一职,自2015年8月起担任上投摩根核心优选混合型证券投资基金基金经理。"
"30261174","武亮","男","","CHN","中华人民共和国","1","博士研究生","","","10242727","香港城市大学","1","0","0","","0","","4.00","武亮先生，香港城市大学博士，中国籍。2011年8月至2012年9月任职于海通证券,担任研究所固定收益研究员；2012年10月至2016年10月任职于平安资产管理有限责任公司，历任债券研究部策略主管、固收资管部投资经理等职务；2016年10月加入新沃基金管理有限公司，任固定收益部总经理。"
"30263166","程广飞","男","","CHN","中华人民共和国","2","硕士研究生","工学","1","10226864","中科院研究生院","0","0","0","","0","","","程广飞先生，中科院研究生院工学硕士，北京科技大学计算机学士。2011年毕业加入中国国际金融有限公司创新产品部担任分析师，随后任光大证券股份有限公司量化研究员，2013年6月加入国都证券股份有限公司，担任研究所金融工程研究员、金融工程组负责人。现任国都证券股份有限公司基金管理部基金经理、公募证券投资基金管理业务投资决策委员会成员。"
"30264047","周中","男","","CHN","中华人民共和国","2","硕士研究生","金融学","5","10149414","复旦大学","1","1","1","","0","","12.00","周中先生:基金经理。复旦大学金融学硕士、南京大学工学学士，16年证券投资行业从业经验。2009年至2010年任野村证券亚太区股票研究部研究助理，2010年至2013年任中银国际证券研究部研究员、高级经理，2013年至2015年任瑞银证券研究部行业分析师、董事。2015年加入交银施罗德基金管理有限公司，现任跨境投资部基金经理。曾任交银施罗德环球精选价值证券投资基金(2015年12月12日至2024年06月06日)、交银施罗德全球自然资源证券投资基金(2015年12月12日至2019年09月19日)的基金经理。现任交银施罗德创新成长混合型证券投资基金(2018年09月27日至今)、交银施罗德启欣混合型证券投资基金(2020年10月28日至今)、交银施罗德启道混合型证券投资基金(2021年01月28日至今)、交银施罗德成长动力一年持有期混合型证券投资基金(2021年06月11日至今)的基金经理。"
"30264532","夏福陆","男","1974-00","CHN","中华人民共和国","2","硕士研究生","经济学","5","10224613","华东师范大学","1","1","1","","0","","6.00","夏福陆先生,基金经理,河海大学工学学士,华东师范大学经济学硕士。曾任湘财证券研究员,富邦证券研究员,兴业证券高级行业研究员。2009年12月加入金元比联基金管理有限公司,历任高级行业研究员,金元比联宝石动力混合型证券投资基金的基金经理助理和金元比联丰利债券型证券投资基金的基金经理助理,现任金元比联宝石动力混合型证券投资基金的基金经理。6年证券、基金等金融行业从业经历,具有基金从业资格。"
"30265086","苏永超","男","","CHN","中华人民共和国","2","硕士研究生","","","","","","","","","0","","13.00","苏永超先生，硕士。1999年起先后在太极集团、北京百慧勤投资有限公司、第一创业证券、中恒集团、财富证券、大成基金从事研究、投资工作。2013年加入博时基金管理有限公司，曾任投资经理，现任股票投资部成长组投资副总监兼博时医疗保健行业股票基金基金经理（2013年10月10日至今）、博时第三产业股票基金的基金经理（2015年2月9日至今）。"
"30265669","段玮婧","女","","CHN","中华人民共和国","2","硕士研究生","","","10229546","中山大学","1","1","1","","0","","18.00","段玮婧女士，中山大学硕士。曾担任中国中投证券有限责任公司投资经理。2016年9月加入平安基金管理有限公司，曾担任投资研究部固定收益组投资经理。现担任平安金管家货币市场基金（2017-01-05至今）、平安乐享一年定期开放债券型证券投资基金（2019-09-04至今）、平安乐顺39个月定期开放债券型证券投资基金（2019-12-25至今）、平安合兴1年定期开放债券型发起式证券投资基金（2020-06-24至今）、平安合禧1年定期开放债券型发起式证券投资基金（2022-10-13至今）、平安惠鸿纯债债券型证券投资基金（2025-01-13至今）、平安惠融纯债债券型证券投资基金（2025-01-13至今）基金经理。"
"30265919","向朝勇","男","1971-00","CHN","中华人民共和国","1","博士研究生","管理学","6","10229546","中山大学","1","1","1","","0","","","向朝勇先生,中山大学管理学院管理学博士,具有基金从业资格。历任平安证券资产管理事业部及投资管理部研究员、二级部门研究部经理、交易室主任及投资管理部总经理助理;东吴证券有限公司投资总部副总经理;东吴基金管理公司投资管理部总经理;新华基金管理有限公司总经理助理、投资总监、副总经理。2005年2月1日至2006年10月9日,担任东吴嘉禾优势精选混合型开放式证券投资基金基金经理,2007年6月19日至2009年9月22日担任新华优选分红混合型证券投资基金基金经理。2009年10月加入诺德基金管理有限公司,任公司投资总监。"
